YearStart,YearEnd,LocationAbbr,LocationDesc,Datasource,Class,Topic,Question,Data_Value_Unit,Data_Value_Type,Data_Value,Data_Value_Alt,Data_Value_Footnote_Symbol,Data_Value_Footnote,Low_Confidence_Limit,High_Confidence_Limit ,Sample_Size,Total,Age(years),Education,Gender,Income,Race/Ethnicity,GeoLocation,ClassID,TopicID,QuestionID,DataValueTypeID,LocationID,StratificationCategory1,Stratification1,StratificationCategoryId1,StratificationID1
2012,2012,FL,Florida,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,12.3,12.3,,,10.6,14.2,2586,,,College graduate,,,,"(28.932040377000476, -81.92896053899966)",PA,PA1,Q047,VALUE,12,Education,College graduate,EDU,EDUCOGRAD
2012,2012,FL,Florida,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,9.7,9.7,,,6.5,14.1,314,,18 - 24,,,,,"(28.932040377000476, -81.92896053899966)",PA,PA1,Q047,VALUE,12,Age (years),18 - 24,AGEYR,AGEYR1824
2012,2012,FL,Florida,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,18.7,18.7,,,14.7,23.6,628,,25 - 34,,,,,"(28.932040377000476, -81.92896053899966)",PA,PA1,Q047,VALUE,12,Age (years),25 - 34,AGEYR,AGEYR2534
2012,2012,FL,Florida,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,23.4,23.4,,,19.4,28,803,,35 - 44,,,,,"(28.932040377000476, -81.92896053899966)",PA,PA1,Q047,VALUE,12,Age (years),35 - 44,AGEYR,AGEYR3544
2012,2012,FL,Florida,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,25.7,25.7,,,22.1,29.7,1112,,45 - 54,,,,,"(28.932040377000476, -81.92896053899966)",PA,PA1,Q047,VALUE,12,Age (years),45 - 54,AGEYR,AGEYR4554
2012,2012,FL,Florida,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,26.8,26.8,,,23.8,30.1,1596,,55 - 64,,,,,"(28.932040377000476, -81.92896053899966)",PA,PA1,Q047,VALUE,12,Age (years),55 - 64,AGEYR,AGEYR5564
2012,2012,FL,Florida,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,29,29,,,26.6,31.5,3074,,65 or older,,,,,"(28.932040377000476, -81.92896053899966)",PA,PA1,Q047,VALUE,12,Age (years),65 or older,AGEYR,AGEYR65PLUS
2012,2012,FL,Florida,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,39.7,39.7,,,34.8,44.8,924,,,,,"Less than $15,000",,"(28.932040377000476, -81.92896053899966)",PA,PA1,Q047,VALUE,12,Income,"Less than $15,000",INC,INCLESS15
2012,2012,FL,Florida,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,27.9,27.9,,,24.2,31.8,1351,,,,,"$15,000 - $24,999",,"(28.932040377000476, -81.92896053899966)",PA,PA1,Q047,VALUE,12,Income,"$15,000 - $24,999",INC,INC1525
2012,2012,FL,Florida,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,19,19,,,15.5,23.2,784,,,,,"$25,000 - $34,999",,"(28.932040377000476, -81.92896053899966)",PA,PA1,Q047,VALUE,12,Income,"$25,000 - $34,999",INC,INC2535
2012,2012,FL,Florida,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,22.4,22.4,,,18.5,26.9,956,,,,,"$35,000 - $49,999",,"(28.932040377000476, -81.92896053899966)",PA,PA1,Q047,VALUE,12,Income,"$35,000 - $49,999",INC,INC3550
2012,2012,FL,Florida,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,17.6,17.6,,,14.2,21.8,896,,,,,"$50,000 - $74,999",,"(28.932040377000476, -81.92896053899966)",PA,PA1,Q047,VALUE,12,Income,"$50,000 - $74,999",INC,INC5075
2012,2012,FL,Florida,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,11.8,11.8,,,9.6,14.4,1528,,,,,"$75,000 or greater",,"(28.932040377000476, -81.92896053899966)",PA,PA1,Q047,VALUE,12,Income,"$75,000 or greater",INC,INC75PLUS
2012,2012,FL,Florida,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,28.4,28.4,,,24.3,32.9,1174,,,,,Data not reported,,"(28.932040377000476, -81.92896053899966)",PA,PA1,Q047,VALUE,12,Income,Data not reported,INC,INCNR
2012,2012,FL,Florida,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,20.1,20.1,,,18.6,21.7,5481,,,,,,Non-Hispanic White,"(28.932040377000476, -81.92896053899966)",PA,PA1,Q047,VALUE,12,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT
2012,2012,FL,Florida,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,25.2,25.2,,,21,30,737,,,,,,Non-Hispanic Black,"(28.932040377000476, -81.92896053899966)",PA,PA1,Q047,VALUE,12,Race/Ethnicity,Non-Hispanic Black,RACE,RACEBLK
2012,2012,FL,Florida,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,29.6,29.6,,,25.6,34,902,,,,,,Hispanic,"(28.932040377000476, -81.92896053899966)",PA,PA1,Q047,VALUE,12,Race/Ethnicity,Hispanic,RACE,RACEHIS
2012,2012,FL,Florida,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,10.7,10.7,,,5.5,19.8,104,,,,,,Asian,"(28.932040377000476, -81.92896053899966)",PA,PA1,Q047,VALUE,12,Race/Ethnicity,Asian,RACE,RACEASN
2012,2012,FL,Florida,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,,,~,Data not available because sample size is insufficient.,,,,,,,,,Hawaiian/Pacific Islander,"(28.932040377000476, -81.92896053899966)",PA,PA1,Q047,VALUE,12,Race/Ethnicity,Hawaiian/Pacific Islander,RACE,RACEHPI
2012,2012,FL,Florida,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,47.5,47.5,,,28.3,67.4,54,,,,,,American Indian/Alaska Native,"(28.932040377000476, -81.92896053899966)",PA,PA1,Q047,VALUE,12,Race/Ethnicity,American Indian/Alaska Native,RACE,RACENAA
2012,2012,FL,Florida,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,32.8,32.8,,,21.9,45.9,130,,,,,,2 or more races,"(28.932040377000476, -81.92896053899966)",PA,PA1,Q047,VALUE,12,Race/Ethnicity,2 or more races,RACE,RACE2PLUS
2012,2012,FL,Florida,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,,,~,Data not available because sample size is insufficient.,,,,,,,,,Other,"(28.932040377000476, -81.92896053899966)",PA,PA1,Q047,VALUE,12,Race/Ethnicity,Other,RACE,RACEOTH
2013,2013,FL,Florida,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,26.4,26.4,,,25.3,27.4,32552,Total,,,,,,"(28.932040377000476, -81.92896053899966)",OWS,OWS1,Q036,VALUE,12,Total,Total,OVR,OVERALL
2013,2013,FL,Florida,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,27.5,27.5,,,25.9,29.1,13129,,,,Male,,,"(28.932040377000476, -81.92896053899966)",OWS,OWS1,Q036,VALUE,12,Gender,Male,GEN,MALE
2013,2013,FL,Florida,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,25.3,25.3,,,23.9,26.7,19423,,,,Female,,,"(28.932040377000476, -81.92896053899966)",OWS,OWS1,Q036,VALUE,12,Gender,Female,GEN,FEMALE
2013,2013,FL,Florida,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,29.4,29.4,,,25.8,33.2,3178,,,Less than high school,,,,"(28.932040377000476, -81.92896053899966)",OWS,OWS1,Q036,VALUE,12,Education,Less than high school,EDU,EDUHS
2013,2013,FL,Florida,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,28.4,28.4,,,26.4,30.5,10143,,,High school graduate,,,,"(28.932040377000476, -81.92896053899966)",OWS,OWS1,Q036,VALUE,12,Education,High school graduate,EDU,EDUHSGRAD
2013,2013,FL,Florida,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,26.5,26.5,,,24.8,28.4,9406,,,Some college or technical school,,,,"(28.932040377000476, -81.92896053899966)",OWS,OWS1,Q036,VALUE,12,Education,Some college or technical school,EDU,EDUCOTEC
2013,2013,FL,Florida,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,21.8,21.8,,,20.3,23.5,9716,,,College graduate,,,,"(28.932040377000476, -81.92896053899966)",OWS,OWS1,Q036,VALUE,12,Education,College graduate,EDU,EDUCOGRAD
2013,2013,FL,Florida,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,32,32,,,28.9,35.3,2996,,35 - 44,,,,,"(28.932040377000476, -81.92896053899966)",OWS,OWS1,Q036,VALUE,12,Age (years),35 - 44,AGEYR,AGEYR3544
2013,2013,FL,Florida,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,32.2,32.2,,,29.4,35.1,4887,,45 - 54,,,,,"(28.932040377000476, -81.92896053899966)",OWS,OWS1,Q036,VALUE,12,Age (years),45 - 54,AGEYR,AGEYR4554
2013,2013,FL,Florida,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,24.8,24.8,,,23.3,26.4,14105,,65 or older,,,,,"(28.932040377000476, -81.92896053899966)",OWS,OWS1,Q036,VALUE,12,Age (years),65 or older,AGEYR,AGEYR65PLUS
2013,2013,FL,Florida,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,33.7,33.7,,,30,37.6,4030,,,,,"Less than $15,000",,"(28.932040377000476, -81.92896053899966)",OWS,OWS1,Q036,VALUE,12,Income,"Less than $15,000",INC,INCLESS15
2013,2013,FL,Florida,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,27.2,27.2,,,24.8,29.9,6137,,,,,"$15,000 - $24,999",,"(28.932040377000476, -81.92896053899966)",OWS,OWS1,Q036,VALUE,12,Income,"$15,000 - $24,999",INC,INC1525
2013,2013,FL,Florida,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,26.5,26.5,,,23.6,29.6,3659,,,,,"$25,000 - $34,999",,"(28.932040377000476, -81.92896053899966)",OWS,OWS1,Q036,VALUE,12,Income,"$25,000 - $34,999",INC,INC2535
2013,2013,FL,Florida,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,28.7,28.7,,,25.7,31.8,4279,,,,,"$35,000 - $49,999",,"(28.932040377000476, -81.92896053899966)",OWS,OWS1,Q036,VALUE,12,Income,"$35,000 - $49,999",INC,INC3550
2013,2013,FL,Florida,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,27.7,27.7,,,25.1,30.6,4011,,,,,"$50,000 - $74,999",,"(28.932040377000476, -81.92896053899966)",OWS,OWS1,Q036,VALUE,12,Income,"$50,000 - $74,999",INC,INC5075
2013,2013,FL,Florida,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,22.8,22.8,,,20.8,25,6001,,,,,"$75,000 or greater",,"(28.932040377000476, -81.92896053899966)",OWS,OWS1,Q036,VALUE,12,Income,"$75,000 or greater",INC,INC75PLUS
2013,2013,FL,Florida,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,20.1,20.1,,,17.7,22.6,4435,,,,,Data not reported,,"(28.932040377000476, -81.92896053899966)",OWS,OWS1,Q036,VALUE,12,Income,Data not reported,INC,INCNR
2013,2013,FL,Florida,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,25.1,25.1,,,24.1,26.2,25460,,,,,,Non-Hispanic White,"(28.932040377000476, -81.92896053899966)",OWS,OWS1,Q036,VALUE,12,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT
2013,2013,FL,Florida,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,34.2,34.2,,,30.7,37.9,2681,,,,,,Non-Hispanic Black,"(28.932040377000476, -81.92896053899966)",OWS,OWS1,Q036,VALUE,12,Race/Ethnicity,Non-Hispanic Black,RACE,RACEBLK
2013,2013,FL,Florida,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,26.4,26.4,,,23.5,29.5,2319,,,,,,Hispanic,"(28.932040377000476, -81.92896053899966)",OWS,OWS1,Q036,VALUE,12,Race/Ethnicity,Hispanic,RACE,RACEHIS
2013,2013,FL,Florida,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,14.1,14.1,,,8.7,21.9,271,,,,,,Asian,"(28.932040377000476, -81.92896053899966)",OWS,OWS1,Q036,VALUE,12,Race/Ethnicity,Asian,RACE,RACEASN
2013,2013,FL,Florida,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,22.4,22.4,,,9.6,44.2,56,,,,,,Hawaiian/Pacific Islander,"(28.932040377000476, -81.92896053899966)",OWS,OWS1,Q036,VALUE,12,Race/Ethnicity,Hawaiian/Pacific Islander,RACE,RACEHPI
2013,2013,FL,Florida,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,34.9,34.9,,,26.3,44.4,341,,,,,,American Indian/Alaska Native,"(28.932040377000476, -81.92896053899966)",OWS,OWS1,Q036,VALUE,12,Race/Ethnicity,American Indian/Alaska Native,RACE,RACENAA
2013,2013,FL,Florida,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,33.8,33.8,,,25.4,43.4,466,,,,,,2 or more races,"(28.932040377000476, -81.92896053899966)",OWS,OWS1,Q036,VALUE,12,Race/Ethnicity,2 or more races,RACE,RACE2PLUS
2013,2013,FL,Florida,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,20.2,20.2,,,9.1,39,76,,,,,,Other,"(28.932040377000476, -81.92896053899966)",OWS,OWS1,Q036,VALUE,12,Race/Ethnicity,Other,RACE,RACEOTH
2013,2013,FL,Florida,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,,Value,36.4,36.4,,,35.2,37.6,32552,Total,,,,,,"(28.932040377000476, -81.92896053899966)",OWS,OWS1,Q037,VALUE,12,Total,Total,OVR,OVERALL
2013,2013,FL,Florida,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,,Value,42.9,42.9,,,41.1,44.7,13129,,,,Male,,,"(28.932040377000476, -81.92896053899966)",OWS,OWS1,Q037,VALUE,12,Gender,Male,GEN,MALE
2013,2013,FL,Florida,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,,Value,30,30,,,28.5,31.5,19423,,,,Female,,,"(28.932040377000476, -81.92896053899966)",OWS,OWS1,Q037,VALUE,12,Gender,Female,GEN,FEMALE
2013,2013,FL,Florida,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,,Value,38.4,38.4,,,34.2,42.8,3178,,,Less than high school,,,,"(28.932040377000476, -81.92896053899966)",OWS,OWS1,Q037,VALUE,12,Education,Less than high school,EDU,EDUHS
2013,2013,FL,Florida,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,,Value,35.4,35.4,,,33.2,37.7,10143,,,High school graduate,,,,"(28.932040377000476, -81.92896053899966)",OWS,OWS1,Q037,VALUE,12,Education,High school graduate,EDU,EDUHSGRAD
2013,2013,FL,Florida,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,,Value,35.8,35.8,,,33.8,37.9,9406,,,Some college or technical school,,,,"(28.932040377000476, -81.92896053899966)",OWS,OWS1,Q037,VALUE,12,Education,Some college or technical school,EDU,EDUCOTEC
2013,2013,FL,Florida,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,,Value,37.3,37.3,,,35.5,39.3,9716,,,College graduate,,,,"(28.932040377000476, -81.92896053899966)",OWS,OWS1,Q037,VALUE,12,Education,College graduate,EDU,EDUCOGRAD
2013,2013,FL,Florida,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,,Value,24.1,24.1,,,20.5,28.1,1284,,18 - 24,,,,,"(28.932040377000476, -81.92896053899966)",OWS,OWS1,Q037,VALUE,12,Age (years),18 - 24,AGEYR,AGEYR1824
2013,2013,FL,Florida,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,,Value,34.2,34.2,,,30.7,37.7,2344,,25 - 34,,,,,"(28.932040377000476, -81.92896053899966)",OWS,OWS1,Q037,VALUE,12,Age (years),25 - 34,AGEYR,AGEYR2534
2013,2013,FL,Florida,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,,Value,34.6,34.6,,,31.5,37.8,2996,,35 - 44,,,,,"(28.932040377000476, -81.92896053899966)",OWS,OWS1,Q037,VALUE,12,Age (years),35 - 44,AGEYR,AGEYR3544
2013,2013,FL,Florida,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,,Value,38.8,38.8,,,35.9,41.8,4887,,45 - 54,,,,,"(28.932040377000476, -81.92896053899966)",OWS,OWS1,Q037,VALUE,12,Age (years),45 - 54,AGEYR,AGEYR4554
2013,2013,FL,Florida,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,,Value,40,40,,,37.2,42.9,6936,,55 - 64,,,,,"(28.932040377000476, -81.92896053899966)",OWS,OWS1,Q037,VALUE,12,Age (years),55 - 64,AGEYR,AGEYR5564
2013,2013,FL,Florida,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,,Value,40.5,40.5,,,38.7,42.4,14105,,65 or older,,,,,"(28.932040377000476, -81.92896053899966)",OWS,OWS1,Q037,VALUE,12,Age (years),65 or older,AGEYR,AGEYR65PLUS
2013,2013,FL,Florida,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,,Value,32.2,32.2,,,28.5,36.1,4030,,,,,"Less than $15,000",,"(28.932040377000476, -81.92896053899966)",OWS,OWS1,Q037,VALUE,12,Income,"Less than $15,000",INC,INCLESS15
2013,2013,FL,Florida,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,,Value,36.6,36.6,,,33.6,39.7,6137,,,,,"$15,000 - $24,999",,"(28.932040377000476, -81.92896053899966)",OWS,OWS1,Q037,VALUE,12,Income,"$15,000 - $24,999",INC,INC1525
2013,2013,FL,Florida,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,,Value,37.5,37.5,,,33.8,41.4,3659,,,,,"$25,000 - $34,999",,"(28.932040377000476, -81.92896053899966)",OWS,OWS1,Q037,VALUE,12,Income,"$25,000 - $34,999",INC,INC2535
2013,2013,FL,Florida,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,,Value,36.8,36.8,,,33.8,40,4279,,,,,"$35,000 - $49,999",,"(28.932040377000476, -81.92896053899966)",OWS,OWS1,Q037,VALUE,12,Income,"$35,000 - $49,999",INC,INC3550
2013,2013,FL,Florida,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,,Value,36.7,36.7,,,33.8,39.7,4011,,,,,"$50,000 - $74,999",,"(28.932040377000476, -81.92896053899966)",OWS,OWS1,Q037,VALUE,12,Income,"$50,000 - $74,999",INC,INC5075
2013,2013,FL,Florida,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,,Value,38.5,38.5,,,36,41,6001,,,,,"$75,000 or greater",,"(28.932040377000476, -81.92896053899966)",OWS,OWS1,Q037,VALUE,12,Income,"$75,000 or greater",INC,INC75PLUS
2013,2013,FL,Florida,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,,Value,34.9,34.9,,,31.6,38.4,4435,,,,,Data not reported,,"(28.932040377000476, -81.92896053899966)",OWS,OWS1,Q037,VALUE,12,Income,Data not reported,INC,INCNR
2013,2013,FL,Florida,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,,Value,35.8,35.8,,,34.6,36.9,25460,,,,,,Non-Hispanic White,"(28.932040377000476, -81.92896053899966)",OWS,OWS1,Q037,VALUE,12,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT
2013,2013,FL,Florida,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,,Value,36.9,36.9,,,33.1,40.9,2681,,,,,,Non-Hispanic Black,"(28.932040377000476, -81.92896053899966)",OWS,OWS1,Q037,VALUE,12,Race/Ethnicity,Non-Hispanic Black,RACE,RACEBLK
2013,2013,FL,Florida,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,,Value,38.6,38.6,,,35,42.3,2319,,,,,,Hispanic,"(28.932040377000476, -81.92896053899966)",OWS,OWS1,Q037,VALUE,12,Race/Ethnicity,Hispanic,RACE,RACEHIS
2013,2013,FL,Florida,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,,Value,29.5,29.5,,,22.5,37.7,271,,,,,,Asian,"(28.932040377000476, -81.92896053899966)",OWS,OWS1,Q037,VALUE,12,Race/Ethnicity,Asian,RACE,RACEASN
2013,2013,FL,Florida,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,,Value,49.1,49.1,,,26.7,71.7,56,,,,,,Hawaiian/Pacific Islander,"(28.932040377000476, -81.92896053899966)",OWS,OWS1,Q037,VALUE,12,Race/Ethnicity,Hawaiian/Pacific Islander,RACE,RACEHPI
2013,2013,FL,Florida,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,,Value,31.5,31.5,,,23.2,41.1,341,,,,,,American Indian/Alaska Native,"(28.932040377000476, -81.92896053899966)",OWS,OWS1,Q037,VALUE,12,Race/Ethnicity,American Indian/Alaska Native,RACE,RACENAA
2013,2013,FL,Florida,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,,Value,30.2,30.2,,,23.1,38.4,466,,,,,,2 or more races,"(28.932040377000476, -81.92896053899966)",OWS,OWS1,Q037,VALUE,12,Race/Ethnicity,2 or more races,RACE,RACE2PLUS
2013,2013,FL,Florida,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,,Value,46,46,,,26.9,66.3,76,,,,,,Other,"(28.932040377000476, -81.92896053899966)",OWS,OWS1,Q037,VALUE,12,Race/Ethnicity,Other,RACE,RACEOTH
2013,2013,FL,Florida,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming fruit less than one time daily,,Value,38,38,,,36.7,39.2,30971,Total,,,,,,"(28.932040377000476, -81.92896053899966)",FV,FV1,Q018,VALUE,12,Total,Total,OVR,OVERALL
2013,2013,FL,Florida,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming fruit less than one time daily,,Value,41.5,41.5,,,39.6,43.3,12065,,,,Male,,,"(28.932040377000476, -81.92896053899966)",FV,FV1,Q018,VALUE,12,Gender,Male,GEN,MALE
2013,2013,FL,Florida,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming fruit less than one time daily,,Value,34.7,34.7,,,33.1,36.3,18906,,,,Female,,,"(28.932040377000476, -81.92896053899966)",FV,FV1,Q018,VALUE,12,Gender,Female,GEN,FEMALE
2013,2013,FL,Florida,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming fruit less than one time daily,,Value,42.1,42.1,,,37.8,46.4,2938,,,Less than high school,,,,"(28.932040377000476, -81.92896053899966)",FV,FV1,Q018,VALUE,12,Education,Less than high school,EDU,EDUHS
